origin,end,strat_ret,idx_ret,excess
2025-12-30,2026-02-05,0.0776,-0.0142,0.0918
2026-01-07,2026-02-12,0.1062,-0.0127,0.119
2026-01-14,2026-02-20,0.1153,-0.0025,0.1177
2026-01-22,2026-02-27,0.0622,-0.005,0.0672
2026-01-29,2026-03-06,0.0318,-0.0329,0.0647
2026-02-05,2026-03-13,0.0986,-0.0244,0.123
2026-02-12,2026-03-20,0.0325,-0.0478,0.0802
2026-02-20,2026-03-27,-0.0143,-0.0782,0.0639
2026-02-27,2026-04-06,-0.0238,-0.0388,0.015
2026-03-06,2026-04-13,0.0399,0.0217,0.0182
2026-03-13,2026-04-20,0.0863,0.0719,0.0144
2026-03-20,2026-04-27,0.2087,0.1026,0.1061
2026-03-27,2026-05-04,0.2073,0.1306,0.0767
2026-04-06,2026-05-11,0.3523,0.1211,0.2311
2026-04-13,2026-05-18,0.2354,0.075,0.1603
2026-04-20,2026-05-26,0.3024,0.0577,0.2448
2026-04-27,2026-06-02,0.1644,0.0608,0.1036
2026-05-04,2026-06-09,0.1748,0.0258,0.149
