origin,end,strat_ret,idx_ret,excess
2021-12-21,2022-03-04,-0.1417,-0.0689,-0.0727
2021-12-29,2022-03-11,-0.1973,-0.1228,-0.0745
2022-01-05,2022-03-18,-0.1144,-0.0505,-0.0638
2022-01-12,2022-03-25,-0.0787,-0.0388,-0.04
2022-01-20,2022-04-01,-0.0927,0.0141,-0.1068
2022-01-27,2022-04-08,-0.0367,0.0374,-0.0741
2022-02-03,2022-04-18,-0.0708,-0.0192,-0.0516
2022-02-10,2022-04-25,-0.126,-0.0462,-0.0798
2022-02-17,2022-05-02,-0.1128,-0.0513,-0.0614
2022-02-25,2022-05-09,-0.1483,-0.0897,-0.0586
2022-03-04,2022-05-16,-0.064,-0.0741,0.0101
2022-03-11,2022-05-23,-0.0408,-0.0548,0.014
2022-03-18,2022-05-31,-0.0599,-0.0742,0.0142
2022-03-25,2022-06-07,-0.0587,-0.0842,0.0254
2022-04-01,2022-06-14,-0.1275,-0.1783,0.0507
2022-04-08,2022-06-22,-0.153,-0.1623,0.0093
2022-04-18,2022-06-29,-0.1582,-0.1304,-0.0277
2022-04-25,2022-07-07,-0.0753,-0.0916,0.0163
2022-05-02,2022-07-14,-0.0976,-0.0878,-0.0098
2022-05-09,2022-07-21,0.0535,0.0019,0.0515
2022-05-16,2022-07-28,-0.0176,0.0161,-0.0337
2022-05-23,2022-08-04,0.0764,0.0448,0.0316
2022-05-31,2022-08-11,0.0378,0.0182,0.0196
2022-06-07,2022-08-18,0.0273,0.0296,-0.0023
2022-06-14,2022-08-25,0.1114,0.1241,-0.0127
2022-06-22,2022-09-01,0.0672,0.055,0.0122
2022-06-29,2022-09-09,0.1219,0.0651,0.0568
2022-07-07,2022-09-16,0.0297,-0.0075,0.0372
2022-07-14,2022-09-23,0.0155,-0.0256,0.0411
2022-07-21,2022-09-30,-0.0996,-0.1034,0.0037
2022-07-28,2022-10-07,-0.0283,-0.1063,0.078
2022-08-04,2022-10-14,-0.1454,-0.137,-0.0084
