bin_lo,bin_hi,n,posterior_mean,alpha,beta
0.2874691784381866,0.2982156872749328,3571.0000000000005,0.2317380352644837,828.0000000000002,2745.0
0.298472136259079,0.3107437491416931,3528.0000000000005,0.27903682719546746,985.0000000000002,2545.0
0.3108419477939605,0.3223347961902618,3475.0000000000005,0.3152142651711246,1096.0000000000005,2381.0
0.3224872648715973,0.3343875110149383,4060.000000000001,0.34096504185130483,1385.0000000000005,2677.0000000000005
0.3346602320671081,0.3627493679523468,3727.0000000000005,0.3740949316170556,1395.0000000000005,2334.0
0.3630111813545227,0.3753312528133392,3459.0000000000005,0.41288644900317834,1429.0000000000005,2032.0
0.3775054812431335,0.3835148513317108,2304.0000000000005,0.4518647007805725,1042.0000000000005,1264.0
0.3852332532405853,0.3979794681072235,8989.000000000002,0.36447558669780894,3277.000000000001,5714.000000000001
0.3997320532798767,0.4183578193187713,3687.0000000000005,0.41176470588235303,1519.0000000000005,2170.0
