date,ticker,p_raw,p_calibrated
2026-04-15,NASDAQ:MNST,0.004217027,0.004217027
2026-04-15,NASDAQ:MRVL,0.100948624,0.100948624
2026-04-15,NASDAQ:MSFT,0.004217027,0.004217027
2026-04-15,NASDAQ:MSTR,0.11432169,0.11432169
2026-04-15,NASDAQ:MU,0.10185076,0.10185076
2026-04-15,NASDAQ:NFLX,0.0044791196,0.0044791196
2026-04-15,NASDAQ:NVDA,0.004684663,0.004684663
2026-04-15,NASDAQ:NXPI,0.00436912,0.00436912
2026-04-15,NASDAQ:ODFL,0.012176989,0.012176989
2026-04-15,NASDAQ:ON,0.023424553,0.023424553
2026-04-15,NASDAQ:ORLY,0.0040820907,0.0040820907
2026-04-15,NASDAQ:PANW,0.0071430528,0.0071430528
2026-04-15,NASDAQ:PAYX,0.0053701582,0.0053701582
2026-04-15,NASDAQ:PCAR,0.0040820907,0.0040820907
2026-04-15,NASDAQ:PDD,0.0045348313,0.0045348313
2026-04-15,NASDAQ:PEP,0.0040820907,0.0040820907
2026-04-15,NASDAQ:PYPL,0.00966378,0.00966378
2026-04-15,NASDAQ:QCOM,0.0045348313,0.0045348313
2026-04-15,NASDAQ:REGN,0.0040820907,0.0040820907
2026-04-15,NASDAQ:ROP,0.003999349,0.003999349
2026-04-15,NASDAQ:ROST,0.0034114718,0.0034114718
2026-04-15,NASDAQ:SBUX,0.0034114718,0.0034114718
2026-04-15,NASDAQ:SNPS,0.038404,0.038404
2026-04-15,NASDAQ:TEAM,0.08999627,0.08999627
2026-04-15,NASDAQ:TMUS,0.0040820907,0.0040820907
2026-04-15,NASDAQ:TSLA,0.01773237,0.01773237
2026-04-15,NASDAQ:TTD,0.12017889,0.12017889
2026-04-15,NASDAQ:TTWO,0.0037901176,0.0037901176
2026-04-15,NASDAQ:TXN,0.0037901176,0.0037901176
2026-04-15,NASDAQ:VRSK,0.005660746,0.005660746
2026-04-15,NASDAQ:VRTX,0.0045348313,0.0045348313
2026-04-15,NASDAQ:WBD,0.016751047,0.016751047
2026-04-15,NASDAQ:WDAY,0.017578086,0.017578086
2026-04-15,NASDAQ:XEL,0.0040820907,0.0040820907
2026-04-15,NASDAQ:ZS,0.023060279,0.023060279
2026-04-16,NASDAQ:AAPL,0.004217027,0.004217027
2026-04-16,NASDAQ:ADBE,0.0053701582,0.0053701582
2026-04-16,NASDAQ:ADI,0.0036236804,0.0036236804
2026-04-16,NASDAQ:ADP,0.0047849766,0.0047849766
2026-04-16,NASDAQ:ADSK,0.0033765275,0.0033765275
2026-04-16,NASDAQ:AEP,0.0040820907,0.0040820907
2026-04-16,NASDAQ:AMAT,0.024594668,0.024594668
2026-04-16,NASDAQ:AMD,0.04668444,0.04668444
2026-04-16,NASDAQ:AMGN,0.0040820907,0.0040820907
2026-04-16,NASDAQ:AMZN,0.004217027,0.004217027
2026-04-16,NASDAQ:ANSS,0.0040820907,0.0040820907
2026-04-16,NASDAQ:ASML,0.00904577,0.00904577
2026-04-16,NASDAQ:AVGO,0.025196785,0.025196785
2026-04-16,NASDAQ:AZN,0.013073695,0.013073695
2026-04-16,NASDAQ:BIIB,0.005227004,0.005227004
2026-04-16,NASDAQ:BKNG,0.019018775,0.019018775
2026-04-16,NASDAQ:BKR,0.0036236804,0.0036236804
2026-04-16,NASDAQ:CCEP,0.0036367555,0.0036367555
2026-04-16,NASDAQ:CDNS,0.004631492,0.004631492
2026-04-16,NASDAQ:CDW,0.0044888854,0.0044888854
2026-04-16,NASDAQ:CHTR,0.01784451,0.01784451
2026-04-16,NASDAQ:CMCSA,0.004217027,0.004217027
2026-04-16,NASDAQ:COST,0.0040820907,0.0040820907
2026-04-16,NASDAQ:CPRT,0.0055474355,0.0055474355
2026-04-16,NASDAQ:CRWD,0.035181418,0.035181418
2026-04-16,NASDAQ:CSCO,0.003757027,0.003757027
2026-04-16,NASDAQ:CSGP,0.012076331,0.012076331
2026-04-16,NASDAQ:CSX,0.0034114718,0.0034114718
2026-04-16,NASDAQ:CTAS,0.0045348313,0.0045348313
2026-04-16,NASDAQ:CTSH,0.0040403046,0.0040403046
2026-04-16,NASDAQ:DDOG,0.026358187,0.026358187
2026-04-16,NASDAQ:DXCM,0.013691287,0.013691287
2026-04-16,NASDAQ:EA,0.0040820907,0.0040820907
2026-04-16,NASDAQ:EXC,0.0040820907,0.0040820907
2026-04-16,NASDAQ:FANG,0.0037901176,0.0037901176
2026-04-16,NASDAQ:FAST,0.0040820907,0.0040820907
2026-04-16,NASDAQ:FTNT,0.008763065,0.008763065
2026-04-16,NASDAQ:GILD,0.0040820907,0.0040820907
2026-04-16,NASDAQ:GOOG,0.004217027,0.004217027
2026-04-16,NASDAQ:GOOGL,0.0034114718,0.0034114718
2026-04-16,NASDAQ:HON,0.0040820907,0.0040820907
2026-04-16,NASDAQ:IDXX,0.005606946,0.005606946
2026-04-16,NASDAQ:INTC,0.07986285,0.07986285
2026-04-16,NASDAQ:INTU,0.011409026,0.011409026
2026-04-16,NASDAQ:ISRG,0.0040820907,0.0040820907
