origin,end,strat_ret,idx_ret,excess
2025-12-30,2026-03-13,0.0131,-0.0383,0.0514
2026-01-07,2026-03-20,-0.0156,-0.0599,0.0443
2026-01-14,2026-03-27,-0.0449,-0.0805,0.0357
2026-01-22,2026-04-06,-0.1114,-0.0436,-0.0677
2026-01-29,2026-04-13,-0.0267,-0.0119,-0.0148
2026-02-05,2026-04-20,0.1138,0.0457,0.0681
2026-02-12,2026-04-27,0.111,0.0499,0.0611
2026-02-20,2026-05-04,0.1162,0.0422,0.0741
2026-02-27,2026-05-11,0.2721,0.0776,0.1945
2026-03-06,2026-05-18,0.2763,0.0984,0.1779
2026-03-13,2026-05-26,0.3941,0.1337,0.2604
2026-03-20,2026-06-02,0.4239,0.1696,0.2543
2026-03-27,2026-06-09,0.3502,0.1598,0.1904
