origin,end,strat_ret,idx_ret,excess
2025-12-30,2026-03-13,0.0752,-0.0383,0.1135
2026-01-07,2026-03-20,0.0337,-0.0599,0.0936
2026-01-14,2026-03-27,0.0269,-0.0805,0.1074
2026-01-22,2026-04-06,0.0248,-0.0436,0.0684
2026-01-29,2026-04-13,0.0028,-0.0119,0.0147
2026-02-05,2026-04-20,0.0354,0.0457,-0.0103
2026-02-12,2026-04-27,0.043,0.0499,-0.0069
2026-02-20,2026-05-04,0.028,0.0422,-0.0141
2026-02-27,2026-05-11,0.0017,0.0776,-0.0759
2026-03-06,2026-05-18,0.006,0.0984,-0.0923
2026-03-13,2026-05-26,0.0167,0.1337,-0.1171
2026-03-20,2026-06-02,0.0448,0.1696,-0.1248
2026-03-27,2026-06-09,0.04,0.1598,-0.1198
