origin,end,strat_ret,idx_ret,excess
2023-07-27,2024-05-13,0.2118,0.1507,0.061
2023-08-03,2024-05-20,0.1748,0.1791,-0.0043
2023-08-10,2024-05-28,0.2301,0.1873,0.0427
2023-08-17,2024-06-04,0.305,0.2107,0.0943
2023-08-24,2024-06-11,0.2916,0.2283,0.0633
2023-08-31,2024-06-18,0.2545,0.2173,0.0373
2023-09-08,2024-06-26,0.3184,0.2289,0.0895
2023-09-15,2024-07-03,0.3031,0.2442,0.0589
2023-09-22,2024-07-11,0.425,0.2927,0.1323
2023-09-29,2024-07-18,0.3682,0.293,0.0752
2023-10-06,2024-07-25,0.3879,0.2532,0.1347
2023-10-13,2024-08-01,0.4205,0.2585,0.1619
2023-10-20,2024-08-08,0.4277,0.2593,0.1685
2023-10-27,2024-08-15,0.4677,0.3463,0.1214
2023-11-03,2024-08-22,0.4227,0.2782,0.1445
2023-11-10,2024-08-29,0.4224,0.2665,0.1559
2023-11-17,2024-09-06,0.2467,0.1981,0.0486
2023-11-27,2024-09-13,0.3159,0.2364,0.0795
2023-12-04,2024-09-20,0.3774,0.2479,0.1295
2023-12-11,2024-09-27,0.4203,0.2414,0.1789
2023-12-18,2024-10-04,0.3825,0.2132,0.1694
2023-12-26,2024-10-11,0.3979,0.2179,0.1801
2024-01-03,2024-10-18,0.4529,0.2465,0.2064
2024-01-10,2024-10-25,0.388,0.2142,0.1738
2024-01-18,2024-11-01,0.394,0.1983,0.1957
2024-01-25,2024-11-08,0.4227,0.225,0.1976
2024-02-01,2024-11-15,0.4103,0.1966,0.2137
2024-02-08,2024-11-22,0.3834,0.1944,0.1891
2024-02-15,2024-12-02,0.3434,0.2023,0.1411
2024-02-23,2024-12-09,0.3477,0.1894,0.1583
2024-03-01,2024-12-16,0.2279,0.1824,0.0455
2024-03-08,2024-12-23,0.1802,0.166,0.0142
2024-03-15,2024-12-31,0.149,0.1494,-0.0004
2024-03-22,2025-01-08,0.1795,0.1307,0.0488
2024-04-01,2025-01-16,0.1783,0.1323,0.046
2024-04-08,2025-01-24,0.2231,0.1728,0.0503
2024-04-15,2025-01-31,0.2513,0.1934,0.0579
2024-04-22,2025-02-07,0.2272,0.2026,0.0245
2024-04-29,2025-02-14,0.1594,0.1952,-0.0358
2024-05-06,2025-02-24,0.0967,0.1549,-0.0582
2024-05-13,2025-03-03,0.0581,0.1203,-0.0623
2024-05-20,2025-03-10,0.0392,0.0577,-0.0185
2024-05-28,2025-03-17,0.0483,0.0696,-0.0213
2024-06-04,2025-03-24,0.0714,0.09,-0.0186
2024-06-11,2025-03-31,0.0371,0.044,-0.0069
2024-06-18,2025-04-07,-0.084,-0.0774,-0.0066
2024-06-26,2025-04-14,-0.0182,-0.0131,-0.0051
2024-07-03,2025-04-22,-0.0155,-0.045,0.0295
2024-07-11,2025-04-29,0.0105,-0.0042,0.0148
2024-07-18,2025-05-06,0.0704,0.0112,0.0591
2024-07-25,2025-05-13,0.1308,0.0903,0.0406
2024-08-01,2025-05-20,0.1145,0.0907,0.0238
2024-08-08,2025-05-28,0.0999,0.107,-0.0071
2024-08-15,2025-06-04,0.0712,0.0771,-0.0059
2024-08-22,2025-06-11,0.0729,0.0811,-0.0082
2024-08-29,2025-06-18,0.0826,0.0695,0.013
2024-09-06,2025-06-26,0.2152,0.1355,0.0797
2024-09-13,2025-07-03,0.1506,0.1161,0.0345
2024-09-20,2025-07-11,0.0663,0.0977,-0.0315
2024-09-27,2025-07-18,0.0402,0.0974,-0.0571
2024-10-04,2025-07-25,0.0165,0.1109,-0.0944
2024-10-11,2025-08-01,-0.0488,0.0727,-0.1215
2024-10-18,2025-08-08,-0.0239,0.0895,-0.1134
2024-10-25,2025-08-15,0.0082,0.1105,-0.1022
2024-11-01,2025-08-22,0.02,0.1288,-0.1089
2024-11-08,2025-08-29,-0.0179,0.0775,-0.0954
2024-11-15,2025-09-08,0.0192,0.1064,-0.0872
2024-11-22,2025-09-15,0.0054,0.1082,-0.1029
2024-12-02,2025-09-22,0.0021,0.1069,-0.1048
2024-12-09,2025-09-29,0.0052,0.1005,-0.0953
2024-12-16,2025-10-06,0.0572,0.1097,-0.0525
2024-12-23,2025-10-13,0.0975,0.1139,-0.0164
