origin,end,strat_ret,idx_ret,excess
2021-12-21,2022-03-04,-0.1387,-0.0689,-0.0697
2021-12-29,2022-03-11,-0.1939,-0.1228,-0.0711
2022-01-05,2022-03-18,-0.1107,-0.0505,-0.0602
2022-01-12,2022-03-25,-0.0748,-0.0388,-0.036
2022-01-20,2022-04-01,-0.0889,0.0141,-0.103
2022-01-27,2022-04-08,-0.0328,0.0374,-0.0702
2022-02-03,2022-04-18,-0.0669,-0.0192,-0.0477
2022-02-10,2022-04-25,-0.1222,-0.0462,-0.076
2022-02-17,2022-05-02,-0.109,-0.0513,-0.0577
2022-02-25,2022-05-09,-0.1448,-0.0897,-0.0551
2022-03-04,2022-05-16,-0.0602,-0.0741,0.014
2022-03-11,2022-05-23,-0.0376,-0.0548,0.0172
2022-03-18,2022-05-31,-0.0567,-0.0742,0.0174
2022-03-25,2022-06-07,-0.0556,-0.0842,0.0286
2022-04-01,2022-06-14,-0.1246,-0.1783,0.0537
2022-04-08,2022-06-22,-0.15,-0.1623,0.0123
2022-04-18,2022-06-29,-0.1547,-0.1304,-0.0243
2022-04-25,2022-07-07,-0.0704,-0.0916,0.0212
2022-05-02,2022-07-14,-0.0927,-0.0878,-0.0049
2022-05-09,2022-07-21,0.0587,0.0019,0.0567
2022-05-16,2022-07-28,-0.0127,0.0161,-0.0288
2022-05-23,2022-08-04,0.0801,0.0448,0.0353
2022-05-31,2022-08-11,0.0412,0.0182,0.023
2022-06-07,2022-08-18,0.0306,0.0296,0.001
2022-06-14,2022-08-25,0.1151,0.1241,-0.009
2022-06-22,2022-09-01,0.0707,0.055,0.0156
2022-06-29,2022-09-09,0.1251,0.0651,0.06
2022-07-07,2022-09-16,0.033,-0.0075,0.0405
2022-07-14,2022-09-23,0.0187,-0.0256,0.0443
2022-07-21,2022-09-30,-0.0951,-0.1034,0.0083
2022-07-28,2022-10-07,-0.0234,-0.1063,0.0828
2022-08-04,2022-10-14,-0.1415,-0.137,-0.0045
