ticker,date,pe,ps,p_fcf,earnings_yield,sales_yield,fcf_yield,eps_ttm,rev_ps_ttm,fcf_ps_ttm,market_cap,adj_close,shares,revenue_ttm,net_income_ttm,fcf_ttm,revenue_q,asof_fiscal_period_end,asof_filed_date
FUND:ALGN,2026-07-02,30.821747289942632,3.2350354439567117,22.702078283431142,0.03244462394013293,0.30911562402448317,0.044048830574680856,6.002904460021783,57.1925740776943,8.149914821124359,13250.022585968018,185.02000427246094,71.614,4095.789,429.892,583.6479999999999,1040.087,2026-03-31,2026-05-06
FUND:ALK,2026-07-02,79.99014328767123,0.40544927510068046,,0.012501540301080178,2.4663997728240648,-0.08168814689883898,0.6387036939821863,126.00836439358147,-4.173447425061683,5839.28046,51.09,114.294,14402.0,73.0,-477.0,3300.0,2026-03-31,2026-05-07
FUND:ALL,2026-07-02,5.401673577945311,0.9529428832391857,5.633535216957011,0.18512781003334527,1.0493808365521977,0.17750843147123455,45.7996953541508,259.6115765422696,43.91469916222391,64965.92812194825,247.39500427246094,262.6,68174.0,12027.0,11532.0,16941.0,2026-03-31,2026-04-29
FUND:ALLE,2026-07-02,19.033003742205373,2.9000275237883013,17.669520174971503,0.05254031436890418,0.3448243134926187,0.05659463245733626,7.3175519630484995,48.02540415704388,7.882217090069283,12061.214471435545,139.27499389648438,86.6,4159.0,633.7,682.5999999999999,1033.6,2026-03-31,2026-04-28
FUND:ALLY,2026-07-02,11.038168802488334,0.9047218024219247,,0.09059473703415098,1.1053121493513445,,4.105753482387723,50.09274660860293,,14195.085079999999,45.32,313.219,15690.0,1286.0,,3887.0,2026-03-31,2026-05-05
FUND:ALNY,2026-07-02,80.36284808797204,10.085165579134497,67.20334052501336,0.012443560971175568,0.09915553613407499,0.014880212682698353,3.8920970005642936,31.01386859201597,4.654232922894391,43234.328279999994,312.78,138.226,4286.923,537.989,643.336,1167.175,2026-03-31,2026-04-30
FUND:ALSN,2026-07-02,18.001988950276242,2.678104109589041,16.05103448275862,0.055549417498373416,0.37339847858022646,0.0623012803987282,6.464285714285714,43.45238095238095,7.25,9775.08,116.37,84.0,3650.0,543.0,609.0,1406.0,2026-03-31,2026-05-07
FUND:AM,2026-07-02,26.17398115774537,8.860898136867442,9.088749288820257,0.038205880640518504,0.112855377023161,0.110026139815526,0.8581040791860457,2.534731767940196,2.471187100256714,10735.048980000001,22.46,477.963,1211.508,410.142,1181.136,314.211,2026-03-31,2026-04-29
FUND:AMAT,2026-07-02,56.93766953970941,16.69052137692419,90.56378621122596,0.017563065156760253,0.059914245781594926,0.011041941175776986,10.648310387984981,36.32540675844806,6.694618272841051,484425.69244384766,606.2899780273438,799.0,29024.0,8508.0,5349.0,7910.0,2026-04-30,2026-05-21
FUND:AMCR,2026-07-02,30.324859659650684,0.9265549729266861,25.38303067807798,0.03297624494304153,1.0792667777080998,0.03939639882575758,1.4618369987063389,47.84389823199655,1.7464424320827943,20560.254849243163,44.33000183105469,463.8,22190.0,678.0,810.0,5914.0,2026-03-31,2026-05-07
