origin,end,strat_ret,idx_ret,excess
2024-12-31,2025-10-20,0.0,0.1451,-0.1451
2025-01-08,2025-10-27,0.0,0.1617,-0.1617
2025-01-16,2025-11-03,0.0,0.154,-0.154
2025-01-24,2025-11-10,0.0,0.1198,-0.1198
2025-01-31,2025-11-17,0.0,0.1046,-0.1046
2025-02-07,2025-11-24,0.0,0.1127,-0.1127
2025-02-14,2025-12-02,0.0,0.1169,-0.1169
2025-02-24,2025-12-09,0.0,0.1433,-0.1433
2025-03-03,2025-12-16,0.0,0.1625,-0.1625
2025-03-10,2025-12-23,0.0,0.2307,-0.2307
2025-03-17,2025-12-31,0.0,0.2062,-0.2062
2025-03-24,2026-01-08,0.0,0.2001,-0.2001
2025-03-31,2026-01-15,0.0,0.2375,-0.2375
2025-04-07,2026-01-23,0.0,0.3661,-0.3661
2025-04-14,2026-01-30,0.0,0.2836,-0.2836
2025-04-22,2026-02-06,0.0,0.311,-0.311
2025-04-29,2026-02-13,0.0,0.2293,-0.2293
2025-05-06,2026-02-23,0.0,0.2195,-0.2195
2025-05-13,2026-03-02,0.0,0.169,-0.169
2025-05-20,2026-03-09,0.0,0.144,-0.144
2025-05-28,2026-03-16,0.0,0.1377,-0.1377
2025-06-04,2026-03-23,0.0,0.1022,-0.1022
2025-06-11,2026-03-30,0.0,0.0534,-0.0534
2025-06-18,2026-04-07,0.0,0.1063,-0.1063
2025-06-26,2026-04-14,0.0,0.1346,-0.1346
2025-07-03,2026-04-21,0.0,0.125,-0.125
2025-07-11,2026-04-28,0.0,0.1404,-0.1404
2025-07-18,2026-05-05,0.0,0.1528,-0.1528
2025-07-25,2026-05-12,0.0,0.1585,-0.1585
2025-08-01,2026-05-19,0.0,0.1788,-0.1788
2025-08-08,2026-05-27,-0.0131,0.177,-0.1901
2025-08-15,2026-06-03,-0.0187,0.1711,-0.1899
2025-08-22,2026-06-10,-0.014,0.1237,-0.1377
