origin,end,strat_ret,idx_ret,excess
2024-09-04,2024-10-10,-0.0476,-0.0063,-0.0413
2024-09-11,2024-10-17,0.0282,-0.0066,0.0348
2024-09-18,2024-10-24,-0.0131,-0.0465,0.0334
2024-09-25,2024-10-31,0.0225,-0.069,0.0915
2024-10-03,2024-11-07,0.0806,-0.04,0.1206
2024-10-10,2024-11-14,0.0571,-0.0693,0.1264
2024-10-17,2024-11-25,0.0401,-0.0352,0.0753
2024-10-24,2024-12-02,0.1635,0.0021,0.1614
2024-10-31,2024-12-09,0.0953,0.0266,0.0687
2024-11-07,2024-12-16,0.111,0.0239,0.087
2024-11-14,2024-12-23,0.1231,0.0205,0.1027
2024-11-25,2024-12-31,0.1614,-0.0079,0.1692
2024-12-02,2025-01-07,0.0318,-0.0216,0.0534
2024-12-09,2025-01-14,0.0565,-0.0777,0.1343
2024-12-16,2025-01-21,0.0724,-0.0822,0.1546
2024-12-23,2025-01-28,-0.0009,-0.0664,0.0655
2024-12-31,2025-02-03,-0.0423,-0.0435,0.0011
2025-01-07,2025-02-10,0.0433,-0.0434,0.0868
2025-01-14,2025-02-17,-0.0168,-0.0386,0.0218
2025-01-21,2025-02-24,0.0007,-0.045,0.0457
2025-01-28,2025-03-04,0.0581,-0.0481,0.1063
2025-02-03,2025-03-11,-0.0263,-0.0514,0.0251
2025-02-10,2025-03-19,-0.0387,-0.0237,-0.015
2025-02-17,2025-03-26,0.0371,0.0302,0.007
2025-02-24,2025-04-03,0.0149,0.0379,-0.023
2025-03-04,2025-04-11,-0.0446,0.0419,-0.0865
2025-03-11,2025-04-22,0.0915,0.0878,0.0037
2025-03-19,2025-04-29,-0.0124,0.0598,-0.0722
2025-03-26,2025-05-07,-0.0717,0.0375,-0.1091
2025-04-03,2025-05-14,-0.064,0.0591,-0.1231
2025-04-11,2025-05-21,0.0279,0.0953,-0.0674
2025-04-22,2025-05-28,-0.067,0.0314,-0.0984
2025-04-29,2025-06-04,0.0125,0.0315,-0.019
2025-05-07,2025-06-11,0.0647,0.0573,0.0074
2025-05-14,2025-06-18,-0.0016,0.0189,-0.0206
2025-05-21,2025-06-25,0.0084,0.0249,-0.0165
2025-05-28,2025-07-02,0.0315,0.0337,-0.0022
2025-06-04,2025-07-09,-0.0057,0.0329,-0.0386
2025-06-11,2025-07-16,0.0095,0.0058,0.0037
2025-06-18,2025-07-23,0.03,0.0219,0.0081
2025-06-25,2025-07-30,-0.0382,-0.0113,-0.0269
2025-07-02,2025-08-06,-0.0609,-0.0374,-0.0235
2025-07-09,2025-08-13,-0.0569,-0.0365,-0.0205
2025-07-16,2025-08-21,-0.0626,-0.0143,-0.0483
2025-07-23,2025-08-29,-0.0528,-0.0412,-0.0116
2025-07-30,2025-09-05,-0.0088,-0.0089,0.0001
2025-08-06,2025-09-12,0.0297,0.0231,0.0066
2025-08-13,2025-09-19,0.09,0.0347,0.0552
2025-08-21,2025-09-26,0.0219,-0.0183,0.0402
2025-08-29,2025-10-06,0.0427,0.0315,0.0113
2025-09-05,2025-10-13,0.0269,0.0204,0.0065
2025-09-12,2025-10-20,0.0374,0.0227,0.0147
2025-09-19,2025-10-28,-0.0144,0.0139,-0.0283
2025-09-26,2025-11-04,0.0021,0.0424,-0.0403
2025-10-06,2025-11-12,-0.0218,0.0288,-0.0506
2025-10-13,2025-11-19,-0.0495,0.0263,-0.0757
2025-10-20,2025-11-26,-0.0814,0.0101,-0.0915
2025-10-28,2025-12-03,-0.1225,-0.004,-0.1184
2025-11-04,2025-12-10,-0.1368,-0.0113,-0.1256
2025-11-12,2025-12-17,-0.103,-0.0143,-0.0887
2025-11-19,2025-12-24,-0.0573,-0.0023,-0.0549
2025-11-26,2026-01-01,-0.0295,-0.0019,-0.0276
2025-12-03,2026-01-08,-0.015,-0.0015,-0.0134
2025-12-10,2026-01-16,-0.004,0.0033,-0.0073
2025-12-17,2026-01-23,-0.0653,-0.0336,-0.0317
2025-12-24,2026-02-01,-0.067,-0.0519,-0.0151
2026-01-01,2026-02-06,-0.0416,-0.0199,-0.0217
2026-01-08,2026-02-13,-0.0032,-0.0155,0.0122
2026-01-16,2026-02-20,0.0747,-0.0038,0.0785
2026-01-23,2026-02-27,0.0615,0.0203,0.0412
2026-02-01,2026-03-09,-0.0046,-0.0245,0.02
2026-02-06,2026-03-16,-0.0551,-0.0826,0.0275
2026-02-13,2026-03-23,-0.1077,-0.1136,0.0059
2026-02-20,2026-04-01,-0.1325,-0.1051,-0.0273
2026-02-27,2026-04-09,-0.0693,-0.0487,-0.0206
2026-03-09,2026-04-17,-0.0074,0.0369,-0.0443
2026-03-16,2026-04-24,0.0234,0.0498,-0.0264
2026-03-23,2026-05-04,0.1195,0.1048,0.0146
2026-04-01,2026-05-11,0.095,0.0889,0.0061
2026-04-09,2026-05-18,0.0275,0.0192,0.0083
