origin,end,strat_ret,idx_ret,excess
2024-09-04,2024-10-10,-0.035,-0.0063,-0.0287
2024-09-11,2024-10-17,-0.0019,-0.0066,0.0047
2024-09-18,2024-10-24,-0.0604,-0.0465,-0.0139
2024-09-25,2024-10-31,-0.0525,-0.069,0.0165
2024-10-03,2024-11-07,-0.1072,-0.04,-0.0672
2024-10-10,2024-11-14,-0.0828,-0.0693,-0.0135
2024-10-17,2024-11-25,-0.0707,-0.0352,-0.0355
2024-10-24,2024-12-02,0.0136,0.0021,0.0115
2024-10-31,2024-12-09,0.0123,0.0266,-0.0142
2024-11-07,2024-12-16,0.0688,0.0239,0.0448
2024-11-14,2024-12-23,0.0754,0.0205,0.055
2024-11-25,2024-12-31,0.0658,-0.0079,0.0737
2024-12-02,2025-01-07,-0.0133,-0.0216,0.0084
2024-12-09,2025-01-14,-0.0633,-0.0777,0.0145
2024-12-16,2025-01-21,-0.0671,-0.0822,0.0151
2024-12-23,2025-01-28,-0.1332,-0.0664,-0.0668
2024-12-31,2025-02-03,-0.1004,-0.0435,-0.0569
2025-01-07,2025-02-10,0.0073,-0.0434,0.0508
2025-01-14,2025-02-17,-0.0597,-0.0386,-0.0212
2025-01-21,2025-02-24,-0.0437,-0.045,0.0013
2025-01-28,2025-03-04,-0.0192,-0.0481,0.0289
2025-02-03,2025-03-11,-0.0113,-0.0514,0.04
2025-02-10,2025-03-19,-0.0592,-0.0237,-0.0355
2025-02-17,2025-03-26,0.0484,0.0302,0.0182
2025-02-24,2025-04-03,0.0562,0.0379,0.0183
2025-03-04,2025-04-11,0.0562,0.0419,0.0143
2025-03-11,2025-04-22,0.0442,0.0878,-0.0436
2025-03-19,2025-04-29,0.0076,0.0598,-0.0522
2025-03-26,2025-05-07,0.006,0.0375,-0.0315
2025-04-03,2025-05-14,-0.0004,0.0591,-0.0595
2025-04-11,2025-05-21,0.0701,0.0953,-0.0252
2025-04-22,2025-05-28,-0.1822,0.0314,-0.2136
2025-04-29,2025-06-04,-0.2032,0.0315,-0.2346
2025-05-07,2025-06-11,-0.1934,0.0573,-0.2507
2025-05-14,2025-06-18,-0.2294,0.0189,-0.2484
2025-05-21,2025-06-25,-0.2601,0.0249,-0.285
2025-05-28,2025-07-02,-0.0576,0.0337,-0.0913
2025-06-04,2025-07-09,-0.0424,0.0329,-0.0752
2025-06-11,2025-07-16,-0.0552,0.0058,-0.061
2025-06-18,2025-07-23,-0.0672,0.0219,-0.0892
2025-06-25,2025-07-30,-0.0523,-0.0113,-0.041
2025-07-02,2025-08-06,-0.076,-0.0374,-0.0386
2025-07-09,2025-08-13,-0.0785,-0.0365,-0.042
2025-07-16,2025-08-21,-0.1041,-0.0143,-0.0898
2025-07-23,2025-08-29,-0.1113,-0.0412,-0.0701
2025-07-30,2025-09-05,-0.0781,-0.0089,-0.0692
2025-08-06,2025-09-12,-0.009,0.0231,-0.0321
2025-08-13,2025-09-19,0.0591,0.0347,0.0244
2025-08-21,2025-09-26,-0.1881,-0.0183,-0.1698
2025-08-29,2025-10-06,-0.1418,0.0315,-0.1733
2025-09-05,2025-10-13,-0.1699,0.0204,-0.1903
2025-09-12,2025-10-20,-0.182,0.0227,-0.2047
2025-09-19,2025-10-28,-0.2327,0.0139,-0.2466
2025-09-26,2025-11-04,0.0127,0.0424,-0.0297
2025-10-06,2025-11-12,-0.0268,0.0288,-0.0556
2025-10-13,2025-11-19,-0.0167,0.0263,-0.043
2025-10-20,2025-11-26,-0.0741,0.0101,-0.0842
2025-10-28,2025-12-03,-0.0535,-0.004,-0.0494
2025-11-04,2025-12-10,-0.0606,-0.0113,-0.0494
2025-11-12,2025-12-17,-0.0384,-0.0143,-0.0241
2025-11-19,2025-12-24,-0.0546,-0.0023,-0.0522
2025-11-26,2026-01-01,-0.0349,-0.0019,-0.033
2025-12-03,2026-01-08,-0.0338,-0.0015,-0.0323
2025-12-10,2026-01-16,0.029,0.0033,0.0257
2025-12-17,2026-01-23,-0.0233,-0.0336,0.0103
2025-12-24,2026-02-01,0.0007,-0.0519,0.0526
2026-01-01,2026-02-06,0.0524,-0.0199,0.0723
2026-01-08,2026-02-13,0.0559,-0.0155,0.0713
2026-01-16,2026-02-20,0.0027,-0.0038,0.0066
2026-01-23,2026-02-27,0.0309,0.0203,0.0106
2026-02-01,2026-03-09,-0.0326,-0.0245,-0.008
2026-02-06,2026-03-16,-0.1165,-0.0826,-0.034
2026-02-13,2026-03-23,-0.1433,-0.1136,-0.0296
2026-02-20,2026-04-01,-0.1117,-0.1051,-0.0066
2026-02-27,2026-04-09,-0.0494,-0.0487,-0.0007
2026-03-09,2026-04-17,0.0643,0.0369,0.0275
2026-03-16,2026-04-24,0.1259,0.0498,0.076
2026-03-23,2026-05-04,0.1653,0.1048,0.0605
2026-04-01,2026-05-11,0.1006,0.0889,0.0117
2026-04-09,2026-05-18,0.0159,0.0192,-0.0033
