origin,end,strat_ret,idx_ret,excess
2021-12-21,2022-03-04,-0.164,-0.0689,-0.0951
2021-12-29,2022-03-11,-0.2121,-0.1228,-0.0893
2022-01-05,2022-03-18,-0.1507,-0.0505,-0.1002
2022-01-12,2022-03-25,-0.1201,-0.0388,-0.0813
2022-01-20,2022-04-01,-0.122,0.0141,-0.1361
2022-01-27,2022-04-08,-0.052,0.0374,-0.0894
2022-02-03,2022-04-18,-0.0931,-0.0192,-0.0739
2022-02-10,2022-04-25,-0.1888,-0.0462,-0.1427
2022-02-17,2022-05-02,-0.1336,-0.0513,-0.0823
2022-02-25,2022-05-09,-0.1477,-0.0897,-0.0579
2022-03-04,2022-05-16,-0.0678,-0.0741,0.0063
2022-03-11,2022-05-23,-0.0365,-0.0548,0.0183
2022-03-18,2022-05-31,-0.0189,-0.0742,0.0553
2022-03-25,2022-06-07,0.0004,-0.0842,0.0846
2022-04-01,2022-06-14,0.0148,-0.1783,0.193
2022-04-08,2022-06-22,0.0149,-0.1623,0.1772
2022-04-18,2022-06-29,0.0453,-0.1304,0.1758
2022-04-25,2022-07-07,0.1594,-0.0916,0.251
2022-05-02,2022-07-14,0.152,-0.0878,0.2399
2022-05-09,2022-07-21,0.156,0.0019,0.1541
2022-05-16,2022-07-28,0.0949,0.0161,0.0788
2022-05-23,2022-08-04,0.1007,0.0448,0.0558
2022-05-31,2022-08-11,0.0498,0.0182,0.0317
2022-06-07,2022-08-18,0.0212,0.0296,-0.0083
2022-06-14,2022-08-25,0.0262,0.1241,-0.0979
2022-06-22,2022-09-01,-0.0702,0.055,-0.1253
2022-06-29,2022-09-09,-0.039,0.0651,-0.1041
2022-07-07,2022-09-16,-0.1093,-0.0075,-0.1017
2022-07-14,2022-09-23,-0.1856,-0.0256,-0.16
2022-07-21,2022-09-30,-0.1968,-0.1034,-0.0935
2022-07-28,2022-10-07,-0.1697,-0.1063,-0.0635
2022-08-04,2022-10-14,-0.2038,-0.137,-0.0668
