origin,end,strat_ret,idx_ret,excess
2024-09-04,2024-11-14,-0.0626,-0.0752,0.0125
2024-09-11,2024-11-25,-0.0083,-0.0416,0.0332
2024-09-18,2024-12-02,0.0001,-0.0445,0.0446
2024-09-25,2024-12-09,0.0106,-0.0443,0.0549
2024-10-03,2024-12-16,0.0255,-0.017,0.0424
2024-10-10,2024-12-23,0.0068,-0.0503,0.057
2024-10-17,2024-12-31,-0.0071,-0.0428,0.0358
2024-10-24,2025-01-07,0.0463,-0.0196,0.0659
2024-10-31,2025-01-14,-0.0505,-0.0533,0.0028
2024-11-07,2025-01-21,-0.0276,-0.0602,0.0326
2024-11-14,2025-01-28,-0.061,-0.0473,-0.0138
2024-11-25,2025-02-03,-0.0862,-0.051,-0.0352
2024-12-02,2025-02-10,-0.1131,-0.0641,-0.049
2024-12-09,2025-02-17,-0.1967,-0.1133,-0.0834
2024-12-16,2025-02-24,-0.2124,-0.1235,-0.0889
2024-12-23,2025-03-04,-0.2319,-0.1113,-0.1206
2024-12-31,2025-03-11,-0.1996,-0.0926,-0.107
2025-01-07,2025-03-19,-0.1529,-0.0661,-0.0868
2025-01-14,2025-03-26,-0.0819,-0.0096,-0.0724
2025-01-21,2025-04-03,-0.0759,-0.0089,-0.0671
2025-01-28,2025-04-11,-0.0384,-0.0082,-0.0302
2025-02-03,2025-04-22,0.0267,0.0319,-0.0052
2025-02-10,2025-04-29,0.0252,0.0347,-0.0095
2025-02-17,2025-05-07,0.0784,0.0688,0.0097
2025-02-24,2025-05-14,0.1683,0.0992,0.069
2025-03-04,2025-05-21,0.3018,0.1412,0.1606
2025-03-11,2025-05-28,0.3275,0.122,0.2055
2025-03-19,2025-06-04,0.2937,0.0931,0.2006
2025-03-26,2025-06-11,0.3042,0.0969,0.2073
2025-04-03,2025-06-18,0.223,0.0792,0.1438
2025-04-11,2025-06-25,0.2833,0.1226,0.1607
2025-04-22,2025-07-02,0.2154,0.0662,0.1492
2025-04-29,2025-07-09,0.2076,0.0654,0.1422
2025-05-07,2025-07-16,0.2344,0.0634,0.1709
2025-05-14,2025-07-23,0.1276,0.0413,0.0863
2025-05-21,2025-07-30,-0.0006,0.0133,-0.0139
2025-05-28,2025-08-06,-0.0977,-0.0049,-0.0928
2025-06-04,2025-08-13,-0.1519,-0.0048,-0.147
2025-06-11,2025-08-21,-0.1677,-0.0086,-0.1591
2025-06-18,2025-08-29,-0.1668,-0.0202,-0.1466
2025-06-25,2025-09-05,-0.1373,-0.0201,-0.1172
2025-07-02,2025-09-12,-0.1117,-0.0152,-0.0966
2025-07-09,2025-09-19,-0.0728,-0.003,-0.0698
2025-07-16,2025-09-26,-0.0865,-0.0324,-0.0541
2025-07-23,2025-10-06,-0.0572,-0.011,-0.0462
2025-07-30,2025-10-13,-0.0003,0.0113,-0.0117
2025-08-06,2025-10-20,0.0394,0.0463,-0.0069
2025-08-13,2025-10-28,0.0575,0.0491,0.0084
2025-08-21,2025-11-04,0.0068,0.0233,-0.0165
2025-08-29,2025-11-12,0.0524,0.0612,-0.0088
2025-09-05,2025-11-19,0.017,0.0472,-0.0302
2025-09-12,2025-11-26,-0.0253,0.033,-0.0583
2025-09-19,2025-12-03,-0.0672,0.0098,-0.077
2025-09-26,2025-12-10,-0.0826,0.0306,-0.1132
2025-10-06,2025-12-17,-0.0797,0.0141,-0.0938
2025-10-13,2025-12-24,-0.0229,0.0238,-0.0467
2025-10-20,2026-01-01,-0.0208,0.0082,-0.029
2025-10-28,2026-01-08,-0.0428,-0.0056,-0.0372
2025-11-04,2026-01-16,-0.0111,-0.008,-0.0031
2025-11-12,2026-01-23,-0.043,-0.0474,0.0044
2025-11-19,2026-02-01,-0.0225,-0.0542,0.0316
2025-11-26,2026-02-06,-0.001,-0.0218,0.0207
2025-12-03,2026-02-13,0.0039,-0.017,0.0209
2025-12-10,2026-02-20,0.0318,-0.0006,0.0324
2025-12-17,2026-02-27,0.0075,-0.014,0.0216
2025-12-24,2026-03-09,-0.083,-0.0752,-0.0078
2026-01-01,2026-03-16,-0.089,-0.1008,0.0118
2026-01-08,2026-03-23,-0.0942,-0.1274,0.0331
2026-01-16,2026-04-01,-0.1074,-0.1086,0.0012
2026-01-23,2026-04-09,-0.0619,-0.0295,-0.0324
2026-02-01,2026-04-17,-0.0307,0.0114,-0.0421
2026-02-06,2026-04-24,-0.0547,-0.0369,-0.0178
2026-02-13,2026-05-04,-0.025,-0.0207,-0.0043
2026-02-20,2026-05-11,0.0236,-0.0256,0.0492
2026-02-27,2026-05-18,0.0159,-0.0305,0.0464
