origin,end,strat_ret,idx_ret,excess
2024-09-04,2024-10-10,0.0048,-0.0063,0.0111
2024-09-11,2024-10-17,0.0302,-0.0066,0.0368
2024-09-18,2024-10-24,-0.0072,-0.0465,0.0393
2024-09-25,2024-10-31,-0.014,-0.069,0.055
2024-10-03,2024-11-07,-0.0013,-0.04,0.0387
2024-10-10,2024-11-14,-0.0551,-0.0693,0.0142
2024-10-17,2024-11-25,-0.0289,-0.0352,0.0063
2024-10-24,2024-12-02,0.0463,0.0021,0.0442
2024-10-31,2024-12-09,0.0352,0.0266,0.0087
2024-11-07,2024-12-16,0.0358,0.0239,0.0118
2024-11-14,2024-12-23,0.0639,0.0205,0.0434
2024-11-25,2024-12-31,0.0577,-0.0079,0.0656
2024-12-02,2025-01-07,0.0051,-0.0216,0.0268
2024-12-09,2025-01-14,-0.0709,-0.0777,0.0069
2024-12-16,2025-01-21,-0.0704,-0.0822,0.0118
2024-12-23,2025-01-28,-0.0956,-0.0664,-0.0292
2024-12-31,2025-02-03,-0.1048,-0.0435,-0.0613
2025-01-07,2025-02-10,-0.0857,-0.0434,-0.0423
2025-01-14,2025-02-17,-0.0699,-0.0386,-0.0313
2025-01-21,2025-02-24,-0.071,-0.045,-0.026
2025-01-28,2025-03-04,-0.0437,-0.0481,0.0044
2025-02-03,2025-03-11,-0.0456,-0.0514,0.0058
2025-02-10,2025-03-19,-0.027,-0.0237,-0.0033
2025-02-17,2025-03-26,0.0248,0.0302,-0.0054
2025-02-24,2025-04-03,0.0417,0.0379,0.0038
2025-03-04,2025-04-11,0.0229,0.0419,-0.019
2025-03-11,2025-04-22,0.0645,0.0878,-0.0233
2025-03-19,2025-04-29,0.0303,0.0598,-0.0295
2025-03-26,2025-05-07,0.0142,0.0375,-0.0232
2025-04-03,2025-05-14,0.0211,0.0591,-0.038
2025-04-11,2025-05-21,0.0865,0.0953,-0.0088
2025-04-22,2025-05-28,0.0431,0.0314,0.0116
2025-04-29,2025-06-04,0.0543,0.0315,0.0228
2025-05-07,2025-06-11,0.0841,0.0573,0.0268
2025-05-14,2025-06-18,0.0342,0.0189,0.0153
2025-05-21,2025-06-25,0.0282,0.0249,0.0033
2025-05-28,2025-07-02,0.0168,0.0337,-0.0169
2025-06-04,2025-07-09,0.0168,0.0329,-0.016
2025-06-11,2025-07-16,-0.0014,0.0058,-0.0072
2025-06-18,2025-07-23,0.0052,0.0219,-0.0168
2025-06-25,2025-07-30,-0.0438,-0.0113,-0.0325
2025-07-02,2025-08-06,-0.0596,-0.0374,-0.0222
2025-07-09,2025-08-13,-0.074,-0.0365,-0.0375
2025-07-16,2025-08-21,-0.0622,-0.0143,-0.0479
2025-07-23,2025-08-29,-0.0767,-0.0412,-0.0355
2025-07-30,2025-09-05,-0.0429,-0.0089,-0.0341
2025-08-06,2025-09-12,0.0021,0.0231,-0.021
2025-08-13,2025-09-19,0.0309,0.0347,-0.0039
2025-08-21,2025-09-26,-0.0473,-0.0183,-0.029
2025-08-29,2025-10-06,-0.0071,0.0315,-0.0386
2025-09-05,2025-10-13,-0.0142,0.0204,-0.0345
2025-09-12,2025-10-20,-0.0335,0.0227,-0.0562
2025-09-19,2025-10-28,-0.0407,0.0139,-0.0546
2025-09-26,2025-11-04,0.0226,0.0424,-0.0198
2025-10-06,2025-11-12,-0.0027,0.0288,-0.0315
2025-10-13,2025-11-19,-0.0054,0.0263,-0.0317
2025-10-20,2025-11-26,-0.0066,0.0101,-0.0167
2025-10-28,2025-12-03,-0.0245,-0.004,-0.0204
2025-11-04,2025-12-10,-0.0355,-0.0113,-0.0242
2025-11-12,2025-12-17,-0.0174,-0.0143,-0.0031
2025-11-19,2025-12-24,0.0015,-0.0023,0.0038
2025-11-26,2026-01-01,0.0023,-0.0019,0.0043
2025-12-03,2026-01-08,0.0092,-0.0015,0.0108
2025-12-10,2026-01-16,0.0116,0.0033,0.0083
2025-12-17,2026-01-23,-0.0203,-0.0336,0.0133
2025-12-24,2026-02-01,-0.0115,-0.0519,0.0404
2026-01-01,2026-02-06,0.0108,-0.0199,0.0306
2026-01-08,2026-02-13,0.0051,-0.0155,0.0206
2026-01-16,2026-02-20,0.0249,-0.0038,0.0287
2026-01-23,2026-02-27,0.0357,0.0203,0.0154
2026-02-01,2026-03-09,-0.0144,-0.0245,0.0101
2026-02-06,2026-03-16,-0.0523,-0.0826,0.0303
2026-02-13,2026-03-23,-0.0648,-0.1136,0.0488
2026-02-20,2026-04-01,-0.0594,-0.1051,0.0457
2026-02-27,2026-04-09,-0.0105,-0.0487,0.0382
2026-03-09,2026-04-17,0.0456,0.0369,0.0087
2026-03-16,2026-04-24,0.0668,0.0498,0.017
2026-03-23,2026-05-04,0.1223,0.1048,0.0175
2026-04-01,2026-05-11,0.1027,0.0889,0.0138
2026-04-09,2026-05-18,0.0324,0.0192,0.0132
