origin,end,strat_ret,idx_ret,excess
2021-12-21,2022-01-27,0.0142,-0.0694,0.0836
2021-12-29,2022-02-03,-0.01,-0.0658,0.0558
2022-01-05,2022-02-10,-0.0556,-0.0418,-0.0137
2022-01-12,2022-02-17,-0.1305,-0.0732,-0.0573
2022-01-20,2022-02-25,-0.0304,-0.0219,-0.0085
2022-01-27,2022-03-04,-0.0036,0.0005,-0.0041
2022-02-03,2022-03-11,-0.0567,-0.061,0.0043
2022-02-10,2022-03-18,0.0119,-0.0091,0.021
2022-02-17,2022-03-25,0.0658,0.0372,0.0286
2022-02-25,2022-04-01,-0.0055,0.0368,-0.0422
2022-03-04,2022-04-08,0.0005,0.0368,-0.0363
2022-03-11,2022-04-18,0.006,0.0446,-0.0386
2022-03-18,2022-04-25,-0.0795,-0.0374,-0.0421
2022-03-25,2022-05-02,-0.1138,-0.0853,-0.0284
2022-04-01,2022-05-09,-0.1106,-0.122,0.0114
2022-04-08,2022-05-16,-0.0691,-0.107,0.0379
2022-04-18,2022-05-23,-0.0394,-0.0952,0.0557
2022-04-25,2022-05-31,-0.0005,-0.0382,0.0377
2022-05-02,2022-06-07,0.015,0.0013,0.0138
2022-05-09,2022-06-14,-0.0891,-0.0641,-0.025
2022-05-16,2022-06-22,-0.0981,-0.0619,-0.0362
2022-05-23,2022-06-29,-0.0889,-0.039,-0.0499
2022-05-31,2022-07-07,-0.1069,-0.0555,-0.0514
2022-06-07,2022-07-14,-0.1297,-0.089,-0.0407
2022-06-14,2022-07-21,0.1024,0.0705,0.0318
2022-06-22,2022-07-28,0.1042,0.0831,0.021
2022-06-29,2022-08-04,0.0938,0.0872,0.0066
2022-07-07,2022-08-11,0.1328,0.0781,0.0548
2022-07-14,2022-08-18,0.1681,0.1302,0.038
2022-07-21,2022-08-25,0.0319,0.0501,-0.0181
2022-07-28,2022-09-01,-0.0456,-0.0259,-0.0197
2022-08-04,2022-09-09,-0.0076,-0.0204,0.0128
2022-08-11,2022-09-16,-0.1504,-0.0794,-0.071
2022-08-18,2022-09-23,-0.2189,-0.1378,-0.081
2022-08-25,2022-09-30,-0.206,-0.1461,-0.0599
2022-09-01,2022-10-07,-0.1188,-0.0825,-0.0363
2022-09-09,2022-10-14,-0.1605,-0.1191,-0.0414
2022-09-16,2022-10-21,-0.0205,-0.0311,0.0106
2022-09-23,2022-10-28,0.1087,0.0563,0.0525
2022-09-30,2022-11-04,0.0696,0.0516,0.018
2022-10-07,2022-11-11,0.1858,0.0971,0.0887
2022-10-14,2022-11-18,0.1878,0.1067,0.0811
