origin,end,strat_ret,idx_ret,excess
2024-09-04,2024-11-14,-0.0979,-0.0752,-0.0227
2024-09-11,2024-11-25,-0.0563,-0.0416,-0.0148
2024-09-18,2024-12-02,-0.0193,-0.0445,0.0252
2024-09-25,2024-12-09,-0.003,-0.0443,0.0413
2024-10-03,2024-12-16,0.0002,-0.017,0.0172
2024-10-10,2024-12-23,-0.0324,-0.0503,0.0178
2024-10-17,2024-12-31,-0.0268,-0.0428,0.0161
2024-10-24,2025-01-07,0.0271,-0.0196,0.0467
2024-10-31,2025-01-14,-0.0359,-0.0533,0.0174
2024-11-07,2025-01-21,-0.0267,-0.0602,0.0335
2024-11-14,2025-01-28,-0.0576,-0.0473,-0.0103
2024-11-25,2025-02-03,-0.0743,-0.051,-0.0233
2024-12-02,2025-02-10,-0.1155,-0.0641,-0.0513
2024-12-09,2025-02-17,-0.1859,-0.1133,-0.0726
2024-12-16,2025-02-24,-0.185,-0.1235,-0.0615
2024-12-23,2025-03-04,-0.1948,-0.1113,-0.0835
2024-12-31,2025-03-11,-0.1648,-0.0926,-0.0722
2025-01-07,2025-03-19,-0.1334,-0.0661,-0.0673
2025-01-14,2025-03-26,-0.0752,-0.0096,-0.0656
2025-01-21,2025-04-03,-0.0675,-0.0089,-0.0587
2025-01-28,2025-04-11,-0.0348,-0.0082,-0.0266
2025-02-03,2025-04-22,0.0277,0.0319,-0.0042
2025-02-10,2025-04-29,0.0135,0.0347,-0.0212
2025-02-17,2025-05-07,0.0573,0.0688,-0.0115
2025-02-24,2025-05-14,0.1219,0.0992,0.0227
2025-03-04,2025-05-21,0.2127,0.1412,0.0715
2025-03-11,2025-05-28,0.1981,0.122,0.0761
2025-03-19,2025-06-04,0.1886,0.0931,0.0955
2025-03-26,2025-06-11,0.1834,0.0969,0.0864
2025-04-03,2025-06-18,0.132,0.0792,0.0529
2025-04-11,2025-06-25,0.1746,0.1226,0.052
2025-04-22,2025-07-02,0.1114,0.0662,0.0452
2025-04-29,2025-07-09,0.119,0.0654,0.0536
2025-05-07,2025-07-16,0.1486,0.0634,0.0851
2025-05-14,2025-07-23,0.0735,0.0413,0.0322
2025-05-21,2025-07-30,-0.0115,0.0133,-0.0249
2025-05-28,2025-08-06,-0.0671,-0.0049,-0.0622
2025-06-04,2025-08-13,-0.1068,-0.0048,-0.102
2025-06-11,2025-08-21,-0.1028,-0.0086,-0.0942
2025-06-18,2025-08-29,-0.1145,-0.0202,-0.0944
2025-06-25,2025-09-05,-0.0759,-0.0201,-0.0558
2025-07-02,2025-09-12,-0.0543,-0.0152,-0.0392
2025-07-09,2025-09-19,-0.0271,-0.003,-0.0241
2025-07-16,2025-09-26,-0.0524,-0.0324,-0.0201
2025-07-23,2025-10-06,-0.0266,-0.011,-0.0156
2025-07-30,2025-10-13,0.0213,0.0113,0.0099
2025-08-06,2025-10-20,0.0403,0.0463,-0.006
2025-08-13,2025-10-28,0.0654,0.0491,0.0163
2025-08-21,2025-11-04,0.0425,0.0233,0.0192
2025-08-29,2025-11-12,0.0816,0.0612,0.0205
2025-09-05,2025-11-19,0.0278,0.0472,-0.0194
2025-09-12,2025-11-26,-0.0086,0.033,-0.0416
2025-09-19,2025-12-03,-0.0392,0.0098,-0.0489
2025-09-26,2025-12-10,-0.0433,0.0306,-0.0739
2025-10-06,2025-12-17,-0.0544,0.0141,-0.0685
2025-10-13,2025-12-24,-0.0109,0.0238,-0.0347
2025-10-20,2026-01-01,0.0011,0.0082,-0.007
2025-10-28,2026-01-08,-0.023,-0.0056,-0.0174
2025-11-04,2026-01-16,-0.0205,-0.008,-0.0125
2025-11-12,2026-01-23,-0.0547,-0.0474,-0.0072
2025-11-19,2026-02-01,-0.0124,-0.0542,0.0417
2025-11-26,2026-02-06,0.0133,-0.0218,0.0351
2025-12-03,2026-02-13,0.0265,-0.017,0.0435
2025-12-10,2026-02-20,0.0634,-0.0006,0.064
2025-12-17,2026-02-27,0.0507,-0.014,0.0647
2025-12-24,2026-03-09,-0.0407,-0.0752,0.0345
2026-01-01,2026-03-16,-0.0396,-0.1008,0.0612
2026-01-08,2026-03-23,-0.0523,-0.1274,0.0751
2026-01-16,2026-04-01,-0.0463,-0.1086,0.0622
2026-01-23,2026-04-09,0.0051,-0.0295,0.0345
2026-02-01,2026-04-17,0.0023,0.0114,-0.0091
2026-02-06,2026-04-24,-0.0063,-0.0369,0.0306
2026-02-13,2026-05-04,0.0135,-0.0207,0.0342
2026-02-20,2026-05-11,0.0195,-0.0256,0.0451
2026-02-27,2026-05-18,0.0184,-0.0305,0.0489
