origin,end,strat_ret,idx_ret,excess
2025-12-30,2026-03-13,-0.0566,-0.0383,-0.0183
2026-01-07,2026-03-20,-0.0784,-0.0599,-0.0185
2026-01-14,2026-03-27,-0.0711,-0.0805,0.0094
2026-01-22,2026-04-06,-0.0697,-0.0436,-0.0261
2026-01-29,2026-04-13,-0.0583,-0.0119,-0.0464
2026-02-05,2026-04-20,-0.0128,0.0457,-0.0586
2026-02-12,2026-04-27,0.0021,0.0499,-0.0478
2026-02-20,2026-05-04,0.0044,0.0422,-0.0377
2026-02-27,2026-05-11,0.007,0.0776,-0.0706
2026-03-06,2026-05-18,0.0013,0.0984,-0.0971
2026-03-13,2026-05-26,0.0057,0.1337,-0.128
2026-03-20,2026-06-02,0.0266,0.1696,-0.143
2026-03-27,2026-06-09,0.0236,0.1598,-0.1362
