step,date,ticker,kind,p_today,anchor_close,close,shares_before,shares_after,notional_f,trigger
14,2021-12-21,NYSE:FSLR,entry,0.3307398932112891,89.12000274658203,89.12000274658203,0.0,374.0275168989685,0.3333333333333333,
14,2021-12-21,NYSE:XYZ,entry,0.3307398932112891,170.47000122070312,170.47000122070312,0.0,195.53782539238395,0.3333333333333333,
14,2021-12-21,NASDAQ:WBD,entry,0.3307398932112891,23.530000686645508,23.530000686645508,0.0,1331.6333369729407,0.3333333333333333,
23,2022-01-04,NASDAQ:WBD,trim,0.3307398932112891,23.530000686645508,26.75,1331.0,1267.5811994558553,0.3333333333333333,
24,2022-01-05,NYSE:XYZ,exit,0.3307398932112891,170.47000122070312,143.49000549316406,195.0,0.0,,DD
24,2022-01-05,NASDAQ:WBD,trim,0.3307398932112891,23.530000686645508,26.450000762939453,1268.0,1228.143053931645,0.3333333333333333,
24,2022-01-05,NYSE:PSKY,entry,0.3307398932112891,32.720001220703125,32.720001220703125,0.0,140.80794330697864,0.3333333333333333,
26,2022-01-07,NASDAQ:WBD,exit,0.3307398932112891,23.530000686645508,30.059999465942383,1229.0,0.0,,target
26,2022-01-07,NYSE:XYZ,entry,0.3307398932112891,141.5399932861328,141.5399932861328,0.0,197.40672721706045,0.3333333333333333,
35,2022-01-21,NYSE:FSLR,exit,0.3307398932112891,89.12000274658203,76.81999969482422,374.0,0.0,,DD
35,2022-01-21,NYSE:XYZ,exit,0.3307398932112891,141.5399932861328,118.0999984741211,197.0,0.0,,DD
35,2022-01-21,NYSE:NCLH,entry,0.3307398932112891,20.059999465942383,20.059999465942383,0.0,1569.4654976058146,0.3333333333333333,
35,2022-01-21,NYSE:F,entry,0.3307398932112891,20.649999618530273,20.649999618530273,0.0,282.5178488696966,0.3333333333333333,
37,2022-01-25,NYSE:NCLH,trim,0.3307398932112891,20.059999465942383,20.649999618530273,1569.0,1534.1823099584135,0.3333333333333333,
38,2022-01-26,NYSE:NCLH,trim,0.3307398932112891,20.059999465942383,20.93000030517578,1535.0,1517.773722568536,0.3333333333333333,
42,2022-02-01,NYSE:NCLH,trim,0.3307398932112891,20.059999465942383,21.610000610351562,1518.0,1493.634910298423,0.3333333333333333,
45,2022-02-04,NYSE:F,exit,0.3307398932112891,20.649999618530273,17.959999084472656,282.0,0.0,,DD
45,2022-02-04,NYSE:FSLR,entry,0.3307398932112891,71.0,71.0,0.0,441.28616291816246,0.3333333333333333,
46,2022-02-07,NYSE:NCLH,trim,0.3307398932112891,20.059999465942383,21.950000762939453,1494.0,1458.5321181567824,0.3333333333333333,
47,2022-02-08,NYSE:NCLH,trim,0.3307398932112891,20.059999465942383,22.75,1459.0,1429.9295634454859,0.3333333333333333,
48,2022-02-09,NYSE:NCLH,trim,0.3307398932112891,20.059999465942383,23.719999313354492,1430.0,1416.9666118826588,0.3333333333333333,
49,2022-02-10,NYSE:PSKY,exit,0.1825776256856726,32.720001220703125,35.880001068115234,140.0,0.0,,horizon
49,2022-02-10,NYSE:XYZ,entry,0.3307398932112891,108.94000244140625,108.94000244140625,0.0,265.2782139671142,0.3333333333333333,
55,2022-02-18,NYSE:XYZ,exit,0.3307398932112891,108.94000244140625,97.72000122070312,265.0,0.0,,DD
55,2022-02-18,NYSE:CCL,entry,0.3307398932112891,22.170000076293945,22.170000076293945,0.0,206.26609837427995,0.3333333333333333,
57,2022-02-23,NYSE:FSLR,trim,0.3307398932112891,71.0,64.9000015258789,441.0,440.28805000752556,0.3333333333333333,
58,2022-02-24,NYSE:FSLR,trim,0.1825776256856726,71.0,69.04000091552734,441.0,423.66600920603275,0.3333333333333333,
59,2022-02-25,NYSE:FSLR,trim,0.1825776256856726,71.0,70.68000030517578,424.0,419.4491742144744,0.3333333333333333,
60,2022-02-28,NYSE:NCLH,exit,0.3307398932112891,20.059999465942383,19.489999771118164,1417.0,0.0,,horizon
60,2022-02-28,NYSE:FSLR,trim,0.1825776256856726,71.0,75.29000091552734,420.0,400.6548128163693,0.3333333333333333,
