origin,end,strat_ret,idx_ret,excess
2021-12-21,2022-01-27,0.0819,-0.0694,0.1513
2021-12-29,2022-02-03,0.0364,-0.0658,0.1023
2022-01-05,2022-02-10,-0.0008,-0.0418,0.041
2022-01-12,2022-02-17,-0.1245,-0.0732,-0.0513
2022-01-20,2022-02-25,-0.0945,-0.0219,-0.0726
2022-01-27,2022-03-04,-0.0843,0.0005,-0.0848
2022-02-03,2022-03-11,-0.0891,-0.061,-0.0281
2022-02-10,2022-03-18,-0.1037,-0.0091,-0.0946
2022-02-17,2022-03-25,-0.0383,0.0372,-0.0755
2022-02-25,2022-04-01,-0.0694,0.0368,-0.1062
2022-03-04,2022-04-08,-0.1301,0.0368,-0.1669
2022-03-11,2022-04-18,-0.1412,0.0446,-0.1857
2022-03-18,2022-04-25,-0.1412,-0.0374,-0.1038
2022-03-25,2022-05-02,-0.1412,-0.0853,-0.0558
2022-04-01,2022-05-09,-0.0789,-0.122,0.0431
2022-04-08,2022-05-16,-0.0177,-0.107,0.0893
2022-04-18,2022-05-23,0.0,-0.0952,0.0952
2022-04-25,2022-05-31,0.0,-0.0382,0.0382
2022-05-02,2022-06-07,0.0,0.0013,-0.0013
2022-05-09,2022-06-14,0.0,-0.0641,0.0641
2022-05-16,2022-06-22,0.0,-0.0619,0.0619
2022-05-23,2022-06-29,0.0,-0.039,0.039
2022-05-31,2022-07-07,0.0,-0.0555,0.0555
2022-06-07,2022-07-14,0.0,-0.089,0.089
2022-06-14,2022-07-21,0.0,0.0705,-0.0705
2022-06-22,2022-07-28,0.0,0.0831,-0.0831
2022-06-29,2022-08-04,-0.0288,0.0872,-0.116
2022-07-07,2022-08-11,-0.0107,0.0781,-0.0887
2022-07-14,2022-08-18,-0.0179,0.1302,-0.1481
2022-07-21,2022-08-25,0.0084,0.0501,-0.0417
2022-07-28,2022-09-01,-0.0384,-0.0259,-0.0125
2022-08-04,2022-09-09,-0.003,-0.0204,0.0173
2022-08-11,2022-09-16,-0.0934,-0.0794,-0.0141
2022-08-18,2022-09-23,-0.1137,-0.1378,0.0242
2022-08-25,2022-09-30,-0.1336,-0.1461,0.0125
2022-09-01,2022-10-07,-0.077,-0.0825,0.0054
2022-09-09,2022-10-14,-0.114,-0.1191,0.005
2022-09-16,2022-10-21,-0.0435,-0.0311,-0.0124
2022-09-23,2022-10-28,-0.0145,0.0563,-0.0708
2022-09-30,2022-11-04,-0.0181,0.0516,-0.0697
2022-10-07,2022-11-11,-0.0014,0.0971,-0.0984
2022-10-14,2022-11-18,-0.0228,0.1067,-0.1294
