origin,end,strat_ret,idx_ret,excess
2021-12-21,2022-03-04,-0.056,-0.0689,0.0129
2021-12-29,2022-03-11,-0.0944,-0.1228,0.0284
2022-01-05,2022-03-18,-0.0645,-0.0505,-0.0139
2022-01-12,2022-03-25,-0.0659,-0.0388,-0.0271
2022-01-20,2022-04-01,-0.0322,0.0141,-0.0463
2022-01-27,2022-04-08,-0.0413,0.0374,-0.0787
2022-02-03,2022-04-18,-0.077,-0.0192,-0.0579
2022-02-10,2022-04-25,-0.1516,-0.0462,-0.1055
2022-02-17,2022-05-02,-0.1361,-0.0513,-0.0848
2022-02-25,2022-05-09,-0.1654,-0.0897,-0.0756
2022-03-04,2022-05-16,-0.102,-0.0741,-0.0279
2022-03-11,2022-05-23,-0.076,-0.0548,-0.0212
2022-03-18,2022-05-31,-0.0293,-0.0742,0.0449
2022-03-25,2022-06-07,-0.0067,-0.0842,0.0775
2022-04-01,2022-06-14,-0.1408,-0.1783,0.0374
2022-04-08,2022-06-22,-0.1436,-0.1623,0.0187
2022-04-18,2022-06-29,-0.1169,-0.1304,0.0136
2022-04-25,2022-07-07,-0.0433,-0.0916,0.0483
2022-05-02,2022-07-14,-0.0445,-0.0878,0.0434
2022-05-09,2022-07-21,-0.0153,0.0019,-0.0172
2022-05-16,2022-07-28,-0.0586,0.0161,-0.0746
2022-05-23,2022-08-04,0.0207,0.0448,-0.0241
2022-05-31,2022-08-11,-0.0401,0.0182,-0.0583
2022-06-07,2022-08-18,-0.0555,0.0296,-0.085
2022-06-14,2022-08-25,0.0947,0.1241,-0.0294
2022-06-22,2022-09-01,0.0174,0.055,-0.0376
2022-06-29,2022-09-09,0.0512,0.0651,-0.0139
2022-07-07,2022-09-16,-0.025,-0.0075,-0.0174
2022-07-14,2022-09-23,-0.1077,-0.0256,-0.0821
2022-07-21,2022-09-30,-0.1352,-0.1034,-0.0319
2022-07-28,2022-10-07,-0.1287,-0.1063,-0.0224
2022-08-04,2022-10-14,-0.1944,-0.137,-0.0574
